PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LINE,SAMPLE_TYPE,DEPTH,ARRIVAL_TIME,CALIBRATION_VERIFIED,CONDUCTIVITY,DEPTH_METHOD,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMPERATURE,COMMENT
8/21/2024,6926,NLA_UT-10094,NLA12_UT-148,1,7/2/2012,UT,1,PROF,0,,,571.7,,,,,,,,,,,8.34,8.61,,,,,,25.77,
8/21/2024,6926,NLA_UT-10094,NLA12_UT-148,1,7/2/2012,UT,2,PROF,0.5,,,576.3,,,,,,,,,,,5.77,8.38,,,,,,24.36,
8/21/2024,6926,NLA_UT-10094,NLA12_UT-148,1,7/2/2012,UT,3,PROF,0.6,,,577.3,,,,,,,,,,,5.33,8.34,,,,,,24.25,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,0,PROF,,01:03,,,SONAR,8.55,Y,,3D,39.49657,-98.36965,13,,N,,,NONE,NO,,CHOPPY,Y,,TURBIDITY - 20 NTU CHOPPY - HARD TO WRITE;BOAT BOBBING AT LEAST 1/2 METER. SEDIMENT PLUGGING CONDUCTIVITY.
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,1,PROF,0,,,930,,,,,,,,,,,8.73,8.45,,,,,,27,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,2,PROF,1,,,970,,,,,,,,,,,8.52,8.38,,,,,,26.8,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,3,PROF,2,,,980,,,,,,,,,,,8.4,8.33,,,,,,26.7,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,4,PROF,3,,,980,,,,,,,,,,,8.04,8.32,,,,,,26.5,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,5,PROF,4,,,980,,,,,,,,,,,7.82,8.37,,,,,,26.4,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,6,PROF,5,,,980,,,,,,,,,,,7.35,8.28,,,,,,26.4,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,7,PROF,6,,,980,,,,,,,,,,,7.09,8.27,,,,,,26.4,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,8,PROF,7,,,930,,,,,,,,,,,4.9,7.9,,,,,,25.8,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,9,PROF,8,,,818,,,,,,,,,,,3.5,7.8,,,,,,25.3,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,10,PROF,9,,,876,,,,,,,,,,,3.3,7.8,,,,,,25.3,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,11,PROF,10,,,825,,,,,,,,,,,2.8,7.8,,,,,,25.2,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,12,PROF,11,,,891,,,,,,,,,,,1.9,7.7,,,,,,25,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,13,PROF,12,,,893,,,,,,,,,,,1.6,7.7,,,,,,25,
8/21/2024,6927,NLA_KS-10057,NLA12_KS-122,1,7/2/2012,KS,14,PROF,12.5,,,864,,,,,,,,,,,0.02,7.6,,,,,,24.9,
8/21/2024,6929,NLA_RI-10026,NLA12_RI-102,1,7/2/2012,RI,0,PROF,,11:00,,,LINE,8,Y,,3D,41.56329,-71.48079,1.1,,N,,,NONE,NO,,FLAT,Y,,VERY SHALLOW. LOTS OF PLANTS. SAMPLES WILL HAVE TO BE TAKEN AROUND DENSE PLANT COVER.
8/21/2024,6929,NLA_RI-10026,NLA12_RI-102,1,7/2/2012,RI,1,PROF,0,,,173.4,,,,,,,,,,,8,7.66,,,,,,273,
8/21/2024,6929,NLA_RI-10026,NLA12_RI-102,1,7/2/2012,RI,2,PROF,0.5,,,172.9,,,,,,,,,,,7.92,7.58,,,,,,27.2,
8/21/2024,6929,NLA_RI-10026,NLA12_RI-102,1,7/2/2012,RI,3,PROF,0.6,,,172.2,,,,,,,,,,,7.86,7.57,,,,,,27.1,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,0,PROF,,1045,Y,,LINE,8.57,Y,Y,2D,45.12909,-116.02145,26,,N,,,NONE,NO,,RIPPLES,Y,,"DO reported under header DO%[Sat], DO [mg/l], and Depth as Dep25 [meters]"
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,1,PROF,7.25,10:52:28,,7,,,,,,,,,,,9.04,6.74,,,,,,9.98,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,2,PROF,2.34,10:47:41,,8,,,,,,,,,,,8.66,6.89,,,,,,14.01,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,3,PROF,6.25,10:51:37,,7,,,,,,,,,,,8.8,6.74,,,,,,10.97,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,4,PROF,4.3,10:49:51,,7,,,,,,,,,,,8.87,6.81,,,,,,13.07,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,5,PROF,16.17,10:59:49,,7,,,,,,,,,,,9.18,6.59,,,,,,7.67,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,6,PROF,22.21,11:05:52,,7,,,,,,,,,,,8.7,6.37,,,,,,6.37,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,7,PROF,3.31,10:48:14,,8,,,,,,,,,,,8.79,6.91,,,,,,13.29,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,8,PROF,0.07,11:09:37,,8,,,,,,,,,,,8.47,6.68,,,,,,14.64,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,9,PROF,11.17,10:55:59,,7,,,,,,,,,,,9.15,6.66,,,,,,8.82,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,10,PROF,12.23,10:56:43,,7,,,,,,,,,,,9.02,6.64,,,,,,8.49,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,11,PROF,20.1,11:04:03,,7,,,,,,,,,,,8.94,6.43,,,,,,6.71,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,12,PROF,18.13,11:02:48,,7,,,,,,,,,,,9.28,6.46,,,,,,6.98,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,13,PROF,10.21,10:54:36,,7,,,,,,,,,,,9.15,6.69,,,,,,8.94,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,14,PROF,24.16,11:07:10,,7,,,,,,,,,,,8.65,6.33,,,,,,6.32,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,16,PROF,1.36,10:47:02,,8,,,,,,,,,,,8.68,6.86,,,,,,14.51,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,17,PROF,17.2,11:01:09,,7,,,,,,,,,,,9.2,6.54,,,,,,7.45,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,18,PROF,19.04,11:03:35,,7,,,,,,,,,,,9.12,6.44,,,,,,6.74,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,19,PROF,5.32,10:50:59,,8,,,,,,,,,,,8.47,6.72,,,,,,12.32,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,20,PROF,14.18,10:58:05,,7,,,,,,,,,,,9.19,6.62,,,,,,8.07,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,21,PROF,23.24,11:06:33,,7,,,,,,,,,,,8.7,6.33,,,,,,6.35,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,22,PROF,13.17,10:57:32,,7,,,,,,,,,,,9.22,6.65,,,,,,8.32,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,23,PROF,15.19,10:59:14,,7,,,,,,,,,,,9.24,6.58,,,,,,8,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,24,PROF,25.09,11:07:39,,8,,,,,,,,,,,8.57,6.32,,,,,,6.3,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,25,PROF,21.19,11:05:10,,7,,,,,,,,,,,8.84,6.4,,,,,,6.45,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,26,PROF,8.15,10:53:08,,7,,,,,,,,,,,9.01,6.74,,,,,,9.47,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,27,PROF,9.16,10:53:48,,7,,,,,,,,,,,9.16,6.7,,,,,,9.17,
8/21/2024,6937,NLA_ID-10117,NLA12_ID-168,1,7/2/2012,ID,40,PROF,0.09,,,8,,,,,,,,,,,9.08,6.96,,,,,,14.56,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,0,PROF,,09:41,,,SONAR,11.6,Y,,3D,37.69828,-84.22921,3.6,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,1,PROF,0,,,250,,,,,,,,,,,11.7,8.2,,,,,,28.5,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,2,PROF,1,,,253,,,,,,,,,,,11.5,8.3,,,,,,28.7,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,3,PROF,2,,,253,,,,,,,,,,,11.5,8.4,,,,,,28.7,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,4,PROF,3,,,266,,,,,,,,,,,9.1,7.9,,,,,,25.9,
8/21/2024,6939,NLA_KY-10024,NLA12_KY-107,2,7/2/2012,KY,5,PROF,3.1,,,279,,,,,,,,,,,8.7,7.9,,,,,,25.2,
8/21/2024,6940,NLA_ID-10091,NLA12_ID-141,1,7/3/2012,ID,0,PROF,,845,Y,,LINE,,Y,Y,2D,44.32972,-116.18456,8.1,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,0,PROF,,10:35,Y,,LINE,10.01,Y,,3D,39.16964,-111.45062,6.3,,N,,,NONE,NO,,RIPPLES,Y,,CALIBRATED AT BEGINNING OF FIELD SEASON
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,1,PROF,0,,,357,,,,,,,,,,,9.92,8.91,,,,,,16.93,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,2,PROF,1,,,357.1,,,,,,,,,,,10,8.89,,,,,,16.84,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,3,PROF,2,,,357.6,,,,,,,,,,,10.1,8.87,,,,,,16.6,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,4,PROF,3,,,358.3,,,,,,,,,,,9.6,8.86,,,,,,16.5,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,5,PROF,4,,,358.5,,,,,,,,,,,9.85,8.85,,,,,,16.5,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,6,PROF,5,,,357.8,,,,,,,,,,,10.2,8.83,,,,,,16.3,
8/21/2024,6944,NLA_UT-10072,NLA12_UT-125,1,7/4/2012,UT,7,PROF,5.8,,,353.4,,,,,,,,,,,10.8,8.79,,,,,,16,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,0,PROF,,11:50,,,SONAR,11.63,Y,,3D,37.35078,-87.52567,5.6,,N,,,NONE,NO,,FLAT,Y,,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,1,PROF,0,,,253,,,,,,,,,,,11.7,8.9,,,,,,31.8,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,2,PROF,1,,,252,,,,,,,,,,,11.6,8.9,,,,,,31.2,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,3,PROF,2,,,249,,,,,,,,,T,,11.6,8.9,,,,,,29.5,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,4,PROF,3,,,250,,,,,,,,,,,10.9,8.7,,,,,,28.1,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,5,PROF,4,,,252,,,,,,,,,,,8.4,8.3,,,,,,26.8,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,6,PROF,5,,,254,,,,,,,,,,,5.9,7.9,,,,,,25.4,
8/21/2024,6945,NLA_KY-10037,NLA12_KY-116,1,7/1/2012,KY,7,PROF,5.1,,,255,,,,,,,,,B,,5.7,7.9,,,,,,25.2,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,0,PROF,,15:16,,,SONAR,10.67,Y,,3D,36.6816,-83.7049,25.4,,N,,,NONE,NO,,FLAT,Y,,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,1,PROF,0,,,36,,,,,,,,,,,10.7,6.5,,,,,,30.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,2,PROF,1,,,36,,,,,,,,,,,10.6,6.6,,,,,,29.9,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,3,PROF,2,,,36,,,,,,,,,,,10.7,6.7,,,,,,29.2,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,4,PROF,3,,,36,,,,,,,,,,,10.7,6.7,,,,,,28.3,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,5,PROF,4,,,35,,,,,,,,,T,,11.3,6.8,,,,,,25.2,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,6,PROF,5,,,35,,,,,,,,,,,13,6.7,,,,,,19.5,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,7,PROF,6,,,35,,,,,,,,,,,13.8,6.7,,,,,,15.2,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,8,PROF,7,,,36,,,,,,,,,,,13.7,6.8,,,,,,12.5,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,9,PROF,8,,,36,,,,,,,,,,,13.1,6.9,,,,,,10.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,10,PROF,9,,,37,,,,,,,,,,,11.8,6.9,,,,,,8.5,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,11,PROF,11,,,38,,,,,,,,,B,,9.8,6.8,,,,,,7.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,12,PROF,13,,,38,,,,,,,,,,,8.3,6.7,,,,,,6.7,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,13,PROF,15,,,39,,,,,,,,,,,6.8,6.5,,,,,,6.3,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,14,PROF,17,,,40,,,,,,,,,,,5.7,6.5,,,,,,6.2,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,15,PROF,19,,,41,,,,,,,,,,,4.8,6.4,,,,,,6.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,16,PROF,21,,,42,,,,,,,,,,,3.6,6.4,,,,,,6.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,17,PROF,23,,,43,,,,,,,,,,,3.3,6.4,,,,,,6.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,18,PROF,25,,,44,,,,,,,,,,,3.2,6.4,,,,,,6.1,
8/21/2024,6946,NLA_KY-10003,NLA12_KY-101,2,7/2/2012,KY,19,PROF,25.1,,,44,,,,,,,,,,,3.2,6.1,,,,,,6.1,
8/21/2024,6953,NLA_VT-10020,NLA12_VT-112,1,7/5/2012,VT,0,PROF,,0945,Y,,SONAR,9.58,Y,Y,3D,44.4169,-72.94686,4.3,,N,,,NONE,NO,,RIPPLES,Y,,WATER LEVELS WERE HIGH. HEAVY RAIN THE NIGHT BEFOR
8/21/2024,6953,NLA_VT-10020,NLA12_VT-112,1,7/5/2012,VT,1,PROF,0.2,,,30.7,,,,,,,,,,,9.49,8.6,,,,,,26.09,
8/21/2024,6953,NLA_VT-10020,NLA12_VT-112,1,7/5/2012,VT,2,PROF,1,,,30.9,,,,,,,,,,,9.67,8.67,,,,,,26.01,
8/21/2024,6953,NLA_VT-10020,NLA12_VT-112,1,7/5/2012,VT,3,PROF,2,,,45.6,,,,,,,,,,,14.77,9.82,,,,,,23.84,
8/21/2024,6953,NLA_VT-10020,NLA12_VT-112,1,7/5/2012,VT,4,PROF,3,,,32.4,,,,,,,,,,,3.77,6.46,,,,,,20.31,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,0,PROF,,0917,Y,,SONAR,7.77,Y,Y,2D,44.83854,-116.03419,5.6,,N,,,NONE,NO,,RIPPLES,C,,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,1,PROF,1.38,10:03:05,,34,,,,,,,,,,,7.9,7.89,,,,,,20.2,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,2,PROF,3.66,9:58:45,,28.7,,,,,,,,,,,2.83,6.29,,,,,,12.17,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,3,PROF,4.52,10:00:05,,30.5,,,,,,,,,,,0.4,6.1,,,,,,9.64,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,4,PROF,1.52,9:55:28,,34,,,,,,,,,,,7.63,7.88,,,,,,20.21,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,5,PROF,2.56,9:57:05,,26.4,,,,,,,,,,,9.86,7.23,,,,,,15.97,
8/21/2024,6958,NLA_ID-10064,NLA12_ID-113,1,7/3/2012,ID,6,PROF,5.49,10:01:09,,35.6,,,,,,,,,,,0.1,6.13,,,,,,8.4,
8/21/2024,6959,NLA_ID-10058,NLA12_ID-101,1,7/2/2012,ID,0,PROF,,1203,Y,,SONAR,7.7,Y,Y,2D,44.96138,-116.45699,6.5,,N,,,NONE,NO,,FLAT,C,,
8/21/2024,6959,NLA_ID-10058,NLA12_ID-101,1,7/2/2012,ID,1,PROF,4,12:35:21,,42,,,,,,,,,,,8.44,8.39,,,,,,18.48,
8/21/2024,6959,NLA_ID-10058,NLA12_ID-101,1,7/2/2012,ID,2,PROF,1,12:34:01,,45,,,,,,,,,,,7.69,8.27,,,,,,20.43,
8/21/2024,6959,NLA_ID-10058,NLA12_ID-101,1,7/2/2012,ID,3,PROF,3,12:34:50,,43.5,,,,,,,,,,,7.79,8.3,,,,,,19.9,
8/21/2024,6959,NLA_ID-10058,NLA12_ID-101,1,7/2/2012,ID,4,PROF,2,12:34:36,,44.6,,,,,,,,,,,7.72,8.26,,,,,,20.14,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,0,PROF,,10:07,Y,,SONAR,8.26,Y,,3D,43.45826,-99.2885,7,,N,,,NONE,NO,,CHOPPY,Y,,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,1,PROF,0,,,814,,,,,,,,,,,8.26,8.45,,,,,,26.4,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,2,PROF,1,,,813,,,,,,,,,,,8.26,8.5,,,,,,26.4,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,3,PROF,2,,,812,,,,,,,,,,,8.25,8.5,,,,,,26.4,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,4,PROF,3,,,812,,,,,,,,,,,8.24,8.5,,,,,,26.3,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,5,PROF,4,,,812,,,,,,,,,,,8.2,8.5,,,,,,26.3,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,6,PROF,5,,,812,,,,,,,,,,,8.2,8.5,,,,,,26.3,
8/21/2024,6963,NLA_SD-10157,NLA12_SD-183,1,7/5/2012,SD,7,PROF,6,,,812,,,,,,,,,,,8.1,8.5,,,,,,26.3,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,0,PROF,,0900,N,,LINE,6.3,Y,N,2D,47.24207,-99.84419,4,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,1,PROF,0,,,4000,,,,,,,,,,,6.3,8.8,,,,,,24.3,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,2,PROF,0.5,,,4000,,,,,,,,,,,6.3,8.8,,,,,,24.3,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,3,PROF,1,,,4000,,,,,,,,,,,6.3,8.8,,,,,,24.3,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,4,PROF,2,,,4000,,,,,,,,,,,6.3,8.8,,,,,,24.3,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,5,PROF,3,,,4000,,,,,,,,,,,5.7,8.8,,,,,,24.2,
8/21/2024,6964,NLA_ND-10136,NLA12_ND-196,1,7/5/2012,ND,6,PROF,3.4,,,4000,,,,,,,,,,,5.6,8.8,,,,,,24.2,
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,0,PROF,,11:30,Y,,LINE,9.8,Y,,3D,39.14189,-111.45147,4.3,,N,,,HEAVY,NO,,RIPPLES,Y,,CALIBRATED AT THE BEGINNING OF FIELD SEASON
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,1,PROF,0,,,323,,,,,,,,,,,9.76,8.82,,,,,,15.5,
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,2,PROF,1,,,323,,,,,,,,,,,9.85,8.83,,,,,,15.6,
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,3,PROF,2,,,323,,,,,,,,,,,9.88,8.83,,,,,,15.6,
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,4,PROF,3,,,327.1,,,,,,,,,,,10.4,8.77,,,,,,15.3,
8/21/2024,6966,NLA_UT-10201,NLA12_UT-260,1,7/5/2012,UT,5,PROF,3.8,,,343.3,,,,,,,,,,,9.8,8.54,,,,,,14.3,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,0,PROF,,10:10,,,LINE,10.39,Y,,3D,41.77362,-71.44691,4.4,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,1,PROF,0,,,383.8,,,,,,,,,,,10.4,8.08,,,,,,27.2,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,2,PROF,1,,,383.8,,,,,,,,,,,10.38,8.08,,,,,,27.2,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,3,PROF,2,,,384.4,,,,,,,,,T,,10.38,7.85,,,,,,26.9,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,4,PROF,3,,,410.7,,,,,,,,,B,,6.99,6.64,,,,,,23.6,
8/21/2024,6967,NLA_RI-10051,NLA12_RI-111,1,7/5/2012,RI,5,PROF,3.8,,,421.5,,,,,,,,,,,0.83,6.38,,,,,,21.6,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,0,PROF,,08:10,,,LINE,8.2,Y,,3D,39.70446,-78.65157,11.6,,N,,,NONE,NO,,,,,"P:20.79, T:20.75"
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,1,PROF,0,,,94,,,,,,,,,,,8.2,7.9,,,,,,27.6,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,2,PROF,1,,,94,,,,,,,,,,,8.2,8.1,,,,,,27.6,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,3,PROF,2,,,94,,,,,,,,,,,8.2,8.2,,,,,,27.6,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,4,PROF,3,,,94,,,,,,,,,,,8.2,8.2,,,,,,27.3,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,5,PROF,4,,,95,,,,,,,,,T,,8.6,8,,,,,,25.4,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,6,PROF,5,,,91,,,,,,,,,,,9.9,8.2,,,,,,21.8,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,7,PROF,6,,,92,,,,,,,,,,,10.8,8.2,,,,,,17.2,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,8,PROF,7,,,92,,,,,,,,,,,10.2,8,,,,,,14.6,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,9,PROF,8,,,94,,,,,,,,,,,5.3,7.5,,,,,,11.4,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,10,PROF,9,,,94,,,,,,,,,,,3.3,7.1,,,,,,10.8,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,11,PROF,10,,,96,,,,,,,,,,,2.9,7,,,,,,9,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,12,PROF,11,,,97,,,,,,,,,B,,2.2,6.9,,,,,,7.9,
8/21/2024,6968,NLA_MD-10010,NLA12_MD-101,1,7/5/2012,MD,13,PROF,11.1,,,97,,,,,,,,,,,2,6.8,,,,,,8,
8/21/2024,6969,NLA_KS-10021,NLA12_KS-101,2,7/5/2012,KS,0,PROF,,12:00,,,POLE,7.8,Y,,3D,39.33295,-97.374,1.5,,N,,,NONE,NO,,CHOPPY,Y,,TURBIDITY IS 331 NTU
8/21/2024,6969,NLA_KS-10021,NLA12_KS-101,2,7/5/2012,KS,1,PROF,0,,,181,,,,,,,,,,,7.8,8.05,,,,,,27.7,
8/21/2024,6969,NLA_KS-10021,NLA12_KS-101,2,7/5/2012,KS,2,PROF,1,,,183,,,,,,,,,,,7.6,7.92,,,,,,27.5,
